dataset,metric,method,dimensions,sources,total points,edges,mean coverage,median coverage,min coverage,max coverage
yandex_deep,euclidean,robust-prune,96,10000,1000000000,295,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,296,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,297,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,298,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,299,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,300,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,301,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,302,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,303,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,304,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,305,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,306,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,307,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,308,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,309,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,310,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,311,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,312,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,313,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,314,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,315,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,316,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,317,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,318,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,319,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,320,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,321,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,322,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,323,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,324,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,325,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,326,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,327,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,328,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,329,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,330,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,331,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,332,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,333,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,334,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,335,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,336,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,337,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,338,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,339,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,340,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,341,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,342,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,343,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,344,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,345,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,346,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,347,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,348,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,349,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,350,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,351,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,352,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,353,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,354,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,355,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,356,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,357,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,358,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,359,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,360,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,361,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,362,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,363,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,364,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,365,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,366,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,367,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,368,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,369,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,370,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,371,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,372,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,373,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,374,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,375,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,376,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,377,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,378,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,379,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,380,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,381,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,382,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,383,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,384,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,385,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,386,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,387,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,388,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,389,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,390,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,391,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,392,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,393,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,394,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,395,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,396,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,397,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,398,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,399,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,400,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,401,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,402,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,403,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,404,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,405,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,406,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,407,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,408,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,409,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,410,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,411,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,412,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,413,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,414,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,415,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,416,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,417,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,418,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,419,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,420,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,421,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,422,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,423,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,424,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,425,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,426,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,427,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,428,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,429,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,430,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,431,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,432,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,433,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,434,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,435,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,436,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,437,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,438,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,439,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,440,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,441,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,442,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,443,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,444,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,445,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,446,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,447,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,448,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,449,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,450,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,451,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,452,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,453,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,454,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,455,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,456,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,457,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,458,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,459,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,460,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,461,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,462,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,463,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,464,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,465,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,466,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,467,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,468,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,469,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,470,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,471,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,472,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,473,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,474,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,475,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,476,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,477,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,478,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,479,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,480,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,481,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,482,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,483,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,484,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,485,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,486,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,487,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,488,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,489,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,490,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,491,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,492,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,493,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,494,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,495,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,496,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,497,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,498,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,499,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,500,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,501,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,502,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,503,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,504,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,505,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,506,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,507,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,508,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,509,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,510,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,511,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,512,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,513,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,514,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,515,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,516,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,517,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,518,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,519,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,520,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,521,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,522,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,523,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,524,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,525,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,526,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,527,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,528,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,529,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,530,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,531,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,532,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,533,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,534,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,535,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,536,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,537,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,538,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,539,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,540,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,541,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,542,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,543,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,544,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,545,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,546,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,547,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,548,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,549,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,550,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,551,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,552,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,553,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,554,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,555,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,556,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,557,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,558,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,559,100.0,100.0,99.9937,100.0
yandex_deep,euclidean,robust-prune,96,10000,1000000000,560,100.0,100.0,99.9937,100.0
